Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task6.model', STEP=100, TASK=6, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 25.3293 | (valid) loss 22.4934
[39/100] (train) loss 21.1484 | (valid) loss 20.6577
[40/100] (train) loss 20.1283 | (valid) loss 19.2608
[41/100] (train) loss 18.6316 | (valid) loss 17.6859
[42/100] (train) loss 17.3586 | (valid) loss 16.3186
[43/100] (train) loss 16.2015 | (valid) loss 15.0452
[44/100] (train) loss 14.9332 | (valid) loss 13.5836
[45/100] (train) loss 13.5345 | (valid) loss 11.9190
[46/100] (train) loss 12.0509 | (valid) loss 10.4943
[47/100] (train) loss 10.7652 | (valid) loss 9.2847
[48/100] (train) loss 9.5568 | (valid) loss 8.1517
[49/100] (train) loss 8.3621 | (valid) loss 6.9969
[50/100] (train) loss 7.3000 | (valid) loss 6.0084
[51/100] (train) loss 5.8328 | (valid) loss 5.1192
[52/100] (train) loss 5.3541 | (valid) loss 4.7235
[53/100] (train) loss 4.9796 | (valid) loss 4.4039
[54/100] (train) loss 4.6547 | (valid) loss 4.1436
[55/100] (train) loss 4.3704 | (valid) loss 3.9278
[56/100] (train) loss 4.1160 | (valid) loss 3.7284
[57/100] (train) loss 3.8875 | (valid) loss 3.5415
[58/100] (train) loss 3.6850 | (valid) loss 3.3760
[59/100] (train) loss 3.4954 | (valid) loss 3.2249
[60/100] (train) loss 3.3240 | (valid) loss 3.0774
[61/100] (train) loss 3.1656 | (valid) loss 2.8881
[62/100] (train) loss 3.0132 | (valid) loss 2.7223
[63/100] (train) loss 2.8831 | (valid) loss 2.5849
[64/100] (train) loss 2.7547 | (valid) loss 2.5061
[65/100] (train) loss 2.6325 | (valid) loss 2.3784
[66/100] (train) loss 2.5155 | (valid) loss 2.2634
[67/100] (train) loss 2.3904 | (valid) loss 2.1719
[68/100] (train) loss 2.2882 | (valid) loss 2.0971
[69/100] (train) loss 2.2280 | (valid) loss 2.1134
[70/100] (train) loss 2.1302 | (valid) loss 2.0597
[71/100] (train) loss 2.0768 | (valid) loss 2.0409
[72/100] (train) loss 1.9760 | (valid) loss 1.8853
[73/100] (train) loss 1.8862 | (valid) loss 1.7630
[74/100] (train) loss 1.8500 | (valid) loss 1.6744
[75/100] (train) loss 1.7641 | (valid) loss 1.9048
[76/100] (train) loss 1.5411 | (valid) loss 1.4457
[77/100] (train) loss 1.4764 | (valid) loss 1.4098
[78/100] (train) loss 1.4377 | (valid) loss 1.3945
[79/100] (train) loss 1.4025 | (valid) loss 1.3813
[80/100] (train) loss 1.3726 | (valid) loss 1.3566
[81/100] (train) loss 1.3472 | (valid) loss 1.3423
[82/100] (train) loss 1.3284 | (valid) loss 1.3340
[83/100] (train) loss 1.3072 | (valid) loss 1.2856
[84/100] (train) loss 1.2840 | (valid) loss 1.2734
[85/100] (train) loss 1.2626 | (valid) loss 1.2561
[86/100] (train) loss 1.2459 | (valid) loss 1.2392
[87/100] (train) loss 1.2259 | (valid) loss 1.2368
[88/100] (train) loss 1.2111 | (valid) loss 1.2141
[89/100] (train) loss 1.1941 | (valid) loss 1.2172
[90/100] (train) loss 1.1780 | (valid) loss 1.2044
[91/100] (train) loss 1.1637 | (valid) loss 1.1747
[92/100] (train) loss 1.1458 | (valid) loss 1.1863
[93/100] (train) loss 1.1327 | (valid) loss 1.1553
[94/100] (train) loss 1.1172 | (valid) loss 1.1598
[95/100] (train) loss 1.1046 | (valid) loss 1.1548
[96/100] (train) loss 1.0910 | (valid) loss 1.1515
[97/100] (train) loss 1.0793 | (valid) loss 1.1243
[98/100] (train) loss 1.0629 | (valid) loss 1.1232
[99/100] (train) loss 1.0507 | (valid) loss 1.1202
[100/100] (train) loss 1.0528 | (valid) loss 1.0874

Training Excution time with validation: 0 h 11 m 30.6633 s
