Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task13.model', STEP=100, TASK=13, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 28.8457 | (valid) loss 10.3336
[55/100] (train) loss 5.1076 | (valid) loss 5.1224
[56/100] (train) loss 5.0875 | (valid) loss 5.1034
[57/100] (train) loss 5.0682 | (valid) loss 5.0855
[58/100] (train) loss 5.0496 | (valid) loss 5.0685
[59/100] (train) loss 5.0314 | (valid) loss 5.0524
[60/100] (train) loss 5.0135 | (valid) loss 5.0371
[61/100] (train) loss 4.9956 | (valid) loss 5.0226
[62/100] (train) loss 4.9777 | (valid) loss 5.0086
[63/100] (train) loss 4.9597 | (valid) loss 4.9951
[64/100] (train) loss 4.9416 | (valid) loss 4.9819
[65/100] (train) loss 4.9234 | (valid) loss 4.9688
[66/100] (train) loss 4.9050 | (valid) loss 4.9557
[67/100] (train) loss 4.8865 | (valid) loss 4.9424
[68/100] (train) loss 4.8677 | (valid) loss 4.9288
[69/100] (train) loss 4.8488 | (valid) loss 4.9146
[70/100] (train) loss 4.8298 | (valid) loss 4.8990
[71/100] (train) loss 4.8107 | (valid) loss 4.8836
[72/100] (train) loss 4.7906 | (valid) loss 4.8707
[73/100] (train) loss 4.7693 | (valid) loss 4.8600
[74/100] (train) loss 4.7488 | (valid) loss 4.8457
[75/100] (train) loss 4.7300 | (valid) loss 4.8307
[76/100] (train) loss 4.6337 | (valid) loss 4.5895
[77/100] (train) loss 4.5831 | (valid) loss 4.5635
[78/100] (train) loss 4.5642 | (valid) loss 4.5435
[79/100] (train) loss 4.5488 | (valid) loss 4.5265
[80/100] (train) loss 4.5351 | (valid) loss 4.5112
[81/100] (train) loss 4.5222 | (valid) loss 4.4972
[82/100] (train) loss 4.5099 | (valid) loss 4.4840
[83/100] (train) loss 4.4981 | (valid) loss 4.4715
[84/100] (train) loss 4.4865 | (valid) loss 4.4595
[85/100] (train) loss 4.4751 | (valid) loss 4.4479
[86/100] (train) loss 4.4639 | (valid) loss 4.4366
[87/100] (train) loss 4.4528 | (valid) loss 4.4256
[88/100] (train) loss 4.4419 | (valid) loss 4.4148
[89/100] (train) loss 4.4311 | (valid) loss 4.4042
[90/100] (train) loss 4.4205 | (valid) loss 4.3938
[91/100] (train) loss 4.4099 | (valid) loss 4.3835
[92/100] (train) loss 4.3993 | (valid) loss 4.3734
[93/100] (train) loss 4.3889 | (valid) loss 4.3634
[94/100] (train) loss 4.3785 | (valid) loss 4.3535
[95/100] (train) loss 4.3682 | (valid) loss 4.3436
[96/100] (train) loss 4.3580 | (valid) loss 4.3338
[97/100] (train) loss 4.3478 | (valid) loss 4.3242
[98/100] (train) loss 4.3376 | (valid) loss 4.3146
[99/100] (train) loss 4.3275 | (valid) loss 4.3051
[100/100] (train) loss 4.3174 | (valid) loss 4.2957

Training Excution time with validation: 0 h 10 m 12.9834 s
