Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task4.model', STEP=100, TASK=4, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 36.8874 | (valid) loss 19.9302
[73/100] (train) loss 0.0020 | (valid) loss 0.0020
[74/100] (train) loss 0.0020 | (valid) loss 0.0020
[75/100] (train) loss 0.0020 | (valid) loss 0.0020
[76/100] (train) loss 0.0020 | (valid) loss 0.0020
[77/100] (train) loss 0.0020 | (valid) loss 0.0020
[78/100] (train) loss 0.0020 | (valid) loss 0.0020
[79/100] (train) loss 0.0020 | (valid) loss 0.0020
[80/100] (train) loss 0.0020 | (valid) loss 0.0020
[81/100] (train) loss 0.0020 | (valid) loss 0.0020
[82/100] (train) loss 0.0020 | (valid) loss 0.0020
[83/100] (train) loss 0.0020 | (valid) loss 0.0020
[84/100] (train) loss 0.0020 | (valid) loss 0.0020
[85/100] (train) loss 0.0020 | (valid) loss 0.0019
[86/100] (train) loss 0.0019 | (valid) loss 0.0019
[87/100] (train) loss 0.0019 | (valid) loss 0.0019
[88/100] (train) loss 0.0019 | (valid) loss 0.0019
[89/100] (train) loss 0.0019 | (valid) loss 0.0019
[90/100] (train) loss 0.0019 | (valid) loss 0.0019
[91/100] (train) loss 0.0019 | (valid) loss 0.0019
[92/100] (train) loss 0.0019 | (valid) loss 0.0019
[93/100] (train) loss 0.0019 | (valid) loss 0.0019
[94/100] (train) loss 0.0019 | (valid) loss 0.0019
[95/100] (train) loss 0.0019 | (valid) loss 0.0019
[96/100] (train) loss 0.0019 | (valid) loss 0.0019
[97/100] (train) loss 0.0019 | (valid) loss 0.0019
[98/100] (train) loss 0.0019 | (valid) loss 0.0019
[99/100] (train) loss 0.0019 | (valid) loss 0.0019
[100/100] (train) loss 0.0019 | (valid) loss 0.0019

Training Excution time with validation: 0 h 9 m 3.4759 s
