Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task16.model', STEP=100, TASK=16, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 42.6693 | (valid) loss 34.8486
[41/100] (train) loss 27.9250 | (valid) loss 27.3759
[42/100] (train) loss 27.9117 | (valid) loss 27.3642
[43/100] (train) loss 27.8985 | (valid) loss 27.3527
[44/100] (train) loss 27.8854 | (valid) loss 27.3416
[45/100] (train) loss 27.8725 | (valid) loss 27.3306
[46/100] (train) loss 27.8597 | (valid) loss 27.3198
[47/100] (train) loss 27.8469 | (valid) loss 27.3091
[48/100] (train) loss 27.8342 | (valid) loss 27.2988
[49/100] (train) loss 27.8215 | (valid) loss 27.2889
[50/100] (train) loss 27.8087 | (valid) loss 27.2794
[51/100] (train) loss 27.3830 | (valid) loss 27.0712
[52/100] (train) loss 27.3443 | (valid) loss 27.0465
[53/100] (train) loss 27.3308 | (valid) loss 27.0302
[54/100] (train) loss 27.3199 | (valid) loss 27.0169
[55/100] (train) loss 27.3100 | (valid) loss 27.0052
[56/100] (train) loss 27.3005 | (valid) loss 26.9946
[57/100] (train) loss 27.2913 | (valid) loss 26.9847
[58/100] (train) loss 27.2823 | (valid) loss 26.9753
[59/100] (train) loss 27.2736 | (valid) loss 26.9663
[60/100] (train) loss 27.2650 | (valid) loss 26.9577
[61/100] (train) loss 27.2566 | (valid) loss 26.9494
[62/100] (train) loss 27.2483 | (valid) loss 26.9413
[63/100] (train) loss 27.2402 | (valid) loss 26.9333
[64/100] (train) loss 27.2322 | (valid) loss 26.9256
[65/100] (train) loss 27.2243 | (valid) loss 26.9179
[66/100] (train) loss 27.2165 | (valid) loss 26.9103
[67/100] (train) loss 27.2088 | (valid) loss 26.9028
[68/100] (train) loss 27.2012 | (valid) loss 26.8953
[69/100] (train) loss 27.1936 | (valid) loss 26.8878
[70/100] (train) loss 27.1861 | (valid) loss 26.8804
[71/100] (train) loss 27.1787 | (valid) loss 26.8729
[72/100] (train) loss 27.1713 | (valid) loss 26.8655
[73/100] (train) loss 27.1640 | (valid) loss 26.8582
[74/100] (train) loss 27.1568 | (valid) loss 26.8508
[75/100] (train) loss 27.1496 | (valid) loss 26.8435
[76/100] (train) loss 26.9124 | (valid) loss 26.7403
[77/100] (train) loss 26.8921 | (valid) loss 26.7282
[78/100] (train) loss 26.8842 | (valid) loss 26.7201
[79/100] (train) loss 26.8780 | (valid) loss 26.7132
[80/100] (train) loss 26.8726 | (valid) loss 26.7070
[81/100] (train) loss 26.8675 | (valid) loss 26.7012
[82/100] (train) loss 26.8626 | (valid) loss 26.6957
[83/100] (train) loss 26.8579 | (valid) loss 26.6904
[84/100] (train) loss 26.8533 | (valid) loss 26.6853
[85/100] (train) loss 26.8488 | (valid) loss 26.6804
[86/100] (train) loss 26.8444 | (valid) loss 26.6755
[87/100] (train) loss 26.8400 | (valid) loss 26.6707
[88/100] (train) loss 26.8357 | (valid) loss 26.6661
[89/100] (train) loss 26.8315 | (valid) loss 26.6615
[90/100] (train) loss 26.8272 | (valid) loss 26.6570
[91/100] (train) loss 26.8230 | (valid) loss 26.6525
[92/100] (train) loss 26.8189 | (valid) loss 26.6481
[93/100] (train) loss 26.8147 | (valid) loss 26.6438
[94/100] (train) loss 26.8105 | (valid) loss 26.6395
[95/100] (train) loss 26.8064 | (valid) loss 26.6353
[96/100] (train) loss 26.8022 | (valid) loss 26.6311
[97/100] (train) loss 26.7981 | (valid) loss 26.6269
[98/100] (train) loss 26.7940 | (valid) loss 26.6229
[99/100] (train) loss 26.7899 | (valid) loss 26.6188
[100/100] (train) loss 26.7858 | (valid) loss 26.6148

Training Excution time with validation: 0 h 6 m 25.0004 s
