Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task19.model', STEP=100, TASK=19, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 82.5919 | (valid) loss 80.6560
[73/100] (train) loss 46.0743 | (valid) loss 46.3003
[74/100] (train) loss 46.0093 | (valid) loss 46.2519
[75/100] (train) loss 45.9454 | (valid) loss 46.2046
[76/100] (train) loss 44.8155 | (valid) loss 44.4441
[77/100] (train) loss 44.6665 | (valid) loss 44.3591
[78/100] (train) loss 44.6002 | (valid) loss 44.2953
[79/100] (train) loss 44.5463 | (valid) loss 44.2402
[80/100] (train) loss 44.4979 | (valid) loss 44.1899
[81/100] (train) loss 44.4527 | (valid) loss 44.1429
[82/100] (train) loss 44.4097 | (valid) loss 44.0982
[83/100] (train) loss 44.3683 | (valid) loss 44.0555
[84/100] (train) loss 44.3282 | (valid) loss 44.0144
[85/100] (train) loss 44.2892 | (valid) loss 43.9746
[86/100] (train) loss 44.2510 | (valid) loss 43.9361
[87/100] (train) loss 44.2136 | (valid) loss 43.8987
[88/100] (train) loss 44.1770 | (valid) loss 43.8623
[89/100] (train) loss 44.1409 | (valid) loss 43.8267
[90/100] (train) loss 44.1054 | (valid) loss 43.7919
[91/100] (train) loss 44.0704 | (valid) loss 43.7579
[92/100] (train) loss 44.0359 | (valid) loss 43.7245
[93/100] (train) loss 44.0018 | (valid) loss 43.6916
[94/100] (train) loss 43.9682 | (valid) loss 43.6593
[95/100] (train) loss 43.9350 | (valid) loss 43.6275
[96/100] (train) loss 43.9022 | (valid) loss 43.5961
[97/100] (train) loss 43.8698 | (valid) loss 43.5651
[98/100] (train) loss 43.8378 | (valid) loss 43.5345
[99/100] (train) loss 43.8061 | (valid) loss 43.5042
[100/100] (train) loss 43.7747 | (valid) loss 43.4742

Training Excution time with validation: 0 h 9 m 5.8471 s
