Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task20.model', STEP=100, TASK=20, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 22.2177 | (valid) loss 3.8201
[32/100] (train) loss 0.0057 | (valid) loss 0.0056
[33/100] (train) loss 0.0056 | (valid) loss 0.0055
[34/100] (train) loss 0.0054 | (valid) loss 0.0054
[35/100] (train) loss 0.0053 | (valid) loss 0.0053
[36/100] (train) loss 0.0052 | (valid) loss 0.0052
[37/100] (train) loss 0.0051 | (valid) loss 0.0051
[38/100] (train) loss 0.0050 | (valid) loss 0.0050
[39/100] (train) loss 0.0049 | (valid) loss 0.0049
[40/100] (train) loss 0.0048 | (valid) loss 0.0048
[41/100] (train) loss 0.0047 | (valid) loss 0.0047
[42/100] (train) loss 0.0046 | (valid) loss 0.0046
[43/100] (train) loss 0.0046 | (valid) loss 0.0045
[44/100] (train) loss 0.0045 | (valid) loss 0.0044
[45/100] (train) loss 0.0044 | (valid) loss 0.0044
[46/100] (train) loss 0.0043 | (valid) loss 0.0043
[47/100] (train) loss 0.0042 | (valid) loss 0.0042
[48/100] (train) loss 0.0042 | (valid) loss 0.0041
[49/100] (train) loss 0.0041 | (valid) loss 0.0041
[50/100] (train) loss 0.0040 | (valid) loss 0.0040
[51/100] (train) loss 0.0040 | (valid) loss 0.0040
[52/100] (train) loss 0.0040 | (valid) loss 0.0039
[53/100] (train) loss 0.0039 | (valid) loss 0.0039
[54/100] (train) loss 0.0039 | (valid) loss 0.0039
[55/100] (train) loss 0.0039 | (valid) loss 0.0038
[56/100] (train) loss 0.0038 | (valid) loss 0.0038
[57/100] (train) loss 0.0038 | (valid) loss 0.0038
[58/100] (train) loss 0.0038 | (valid) loss 0.0038
[59/100] (train) loss 0.0037 | (valid) loss 0.0037
[60/100] (train) loss 0.0037 | (valid) loss 0.0037
[61/100] (train) loss 0.0037 | (valid) loss 0.0037
[62/100] (train) loss 0.0037 | (valid) loss 0.0036
[63/100] (train) loss 0.0036 | (valid) loss 0.0036
[64/100] (train) loss 0.0036 | (valid) loss 0.0036
[65/100] (train) loss 0.0036 | (valid) loss 0.0036
[66/100] (train) loss 0.0036 | (valid) loss 0.0035
[67/100] (train) loss 0.0035 | (valid) loss 0.0035
[68/100] (train) loss 0.0035 | (valid) loss 0.0035
[69/100] (train) loss 0.0035 | (valid) loss 0.0035
[70/100] (train) loss 0.0035 | (valid) loss 0.0034
[71/100] (train) loss 0.0034 | (valid) loss 0.0034
[72/100] (train) loss 0.0034 | (valid) loss 0.0034
[73/100] (train) loss 0.0034 | (valid) loss 0.0034
[74/100] (train) loss 0.0034 | (valid) loss 0.0033
[75/100] (train) loss 0.0033 | (valid) loss 0.0033
[76/100] (train) loss 0.0033 | (valid) loss 0.0033
[77/100] (train) loss 0.0033 | (valid) loss 0.0033
[78/100] (train) loss 0.0033 | (valid) loss 0.0033
[79/100] (train) loss 0.0033 | (valid) loss 0.0033
[80/100] (train) loss 0.0033 | (valid) loss 0.0033
[81/100] (train) loss 0.0033 | (valid) loss 0.0033
[82/100] (train) loss 0.0033 | (valid) loss 0.0032
[83/100] (train) loss 0.0032 | (valid) loss 0.0032
[84/100] (train) loss 0.0032 | (valid) loss 0.0032
[85/100] (train) loss 0.0032 | (valid) loss 0.0032
[86/100] (train) loss 0.0032 | (valid) loss 0.0032
[87/100] (train) loss 0.0032 | (valid) loss 0.0032
[88/100] (train) loss 0.0032 | (valid) loss 0.0032
[89/100] (train) loss 0.0032 | (valid) loss 0.0032
[90/100] (train) loss 0.0032 | (valid) loss 0.0032
[91/100] (train) loss 0.0032 | (valid) loss 0.0032
[92/100] (train) loss 0.0031 | (valid) loss 0.0031
[93/100] (train) loss 0.0031 | (valid) loss 0.0031
[94/100] (train) loss 0.0031 | (valid) loss 0.0031
[95/100] (train) loss 0.0031 | (valid) loss 0.0031
[96/100] (train) loss 0.0031 | (valid) loss 0.0031
[97/100] (train) loss 0.0031 | (valid) loss 0.0031
[98/100] (train) loss 0.0031 | (valid) loss 0.0031
[99/100] (train) loss 0.0031 | (valid) loss 0.0031
[100/100] (train) loss 0.0031 | (valid) loss 0.0031

Training Excution time with validation: 0 h 8 m 0.4045 s
