Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/pe_te/task9.model', STEP=100, TASK=9, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 23.3171 | (valid) loss 20.9841
[35/100] (train) loss 1.7209 | (valid) loss 1.6019
[36/100] (train) loss 1.6928 | (valid) loss 1.5793
[37/100] (train) loss 1.6675 | (valid) loss 1.5576
[38/100] (train) loss 1.6446 | (valid) loss 1.5417
[39/100] (train) loss 1.6088 | (valid) loss 1.5162
[40/100] (train) loss 1.5788 | (valid) loss 1.4830
[41/100] (train) loss 1.5429 | (valid) loss 1.4663
[42/100] (train) loss 1.5213 | (valid) loss 1.4493
[43/100] (train) loss 1.5043 | (valid) loss 1.4368
[44/100] (train) loss 1.4865 | (valid) loss 1.4251
[45/100] (train) loss 1.4735 | (valid) loss 1.4194
[46/100] (train) loss 1.4612 | (valid) loss 1.4044
[47/100] (train) loss 1.4469 | (valid) loss 1.4043
[48/100] (train) loss 1.4338 | (valid) loss 1.3918
[49/100] (train) loss 1.4143 | (valid) loss 1.4112
[50/100] (train) loss 1.4032 | (valid) loss 1.3658
[51/100] (train) loss 1.2554 | (valid) loss 1.1650
[52/100] (train) loss 1.2290 | (valid) loss 1.1499
[53/100] (train) loss 1.2177 | (valid) loss 1.1391
[54/100] (train) loss 1.2092 | (valid) loss 1.1298
[55/100] (train) loss 1.2016 | (valid) loss 1.1212
[56/100] (train) loss 1.1946 | (valid) loss 1.1129
[57/100] (train) loss 1.1877 | (valid) loss 1.1047
[58/100] (train) loss 1.1809 | (valid) loss 1.0966
[59/100] (train) loss 1.1742 | (valid) loss 1.0889
[60/100] (train) loss 1.1677 | (valid) loss 1.0818
[61/100] (train) loss 1.1615 | (valid) loss 1.0752
[62/100] (train) loss 1.1557 | (valid) loss 1.0692
[63/100] (train) loss 1.1503 | (valid) loss 1.0635
[64/100] (train) loss 1.1451 | (valid) loss 1.0582
[65/100] (train) loss 1.1403 | (valid) loss 1.0532
[66/100] (train) loss 1.1358 | (valid) loss 1.0485
[67/100] (train) loss 1.1314 | (valid) loss 1.0440
[68/100] (train) loss 1.1272 | (valid) loss 1.0396
[69/100] (train) loss 1.1232 | (valid) loss 1.0355
[70/100] (train) loss 1.1193 | (valid) loss 1.0315
[71/100] (train) loss 1.1155 | (valid) loss 1.0276
[72/100] (train) loss 1.1118 | (valid) loss 1.0239
[73/100] (train) loss 1.1082 | (valid) loss 1.0202
[74/100] (train) loss 1.1046 | (valid) loss 1.0167
[75/100] (train) loss 1.1012 | (valid) loss 1.0132
[76/100] (train) loss 1.0391 | (valid) loss 0.9782
[77/100] (train) loss 1.0328 | (valid) loss 0.9731
[78/100] (train) loss 1.0292 | (valid) loss 0.9696
[79/100] (train) loss 1.0263 | (valid) loss 0.9665
[80/100] (train) loss 1.0237 | (valid) loss 0.9637
[81/100] (train) loss 1.0212 | (valid) loss 0.9610
[82/100] (train) loss 1.0189 | (valid) loss 0.9584
[83/100] (train) loss 1.0166 | (valid) loss 0.9559
[84/100] (train) loss 1.0144 | (valid) loss 0.9535
[85/100] (train) loss 1.0123 | (valid) loss 0.9511
[86/100] (train) loss 1.0102 | (valid) loss 0.9487
[87/100] (train) loss 1.0081 | (valid) loss 0.9464
[88/100] (train) loss 1.0060 | (valid) loss 0.9441
[89/100] (train) loss 1.0040 | (valid) loss 0.9419
[90/100] (train) loss 1.0020 | (valid) loss 0.9397
[91/100] (train) loss 1.0000 | (valid) loss 0.9375
[92/100] (train) loss 0.9980 | (valid) loss 0.9353
[93/100] (train) loss 0.9961 | (valid) loss 0.9332
[94/100] (train) loss 0.9942 | (valid) loss 0.9310
[95/100] (train) loss 0.9923 | (valid) loss 0.9289
[96/100] (train) loss 0.9904 | (valid) loss 0.9269
[97/100] (train) loss 0.9885 | (valid) loss 0.9248
[98/100] (train) loss 0.9867 | (valid) loss 0.9228
[99/100] (train) loss 0.9848 | (valid) loss 0.9208
[100/100] (train) loss 0.9830 | (valid) loss 0.9188

Training Excution time with validation: 0 h 9 m 2.7141 s
