Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task15.model', STEP=100, TASK=15, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 44.6033 | (valid) loss 35.0060
[37/100] (train) loss 0.0017 | (valid) loss 0.0017
[38/100] (train) loss 0.0017 | (valid) loss 0.0017
[39/100] (train) loss 0.0016 | (valid) loss 0.0016
[40/100] (train) loss 0.0016 | (valid) loss 0.0016
[41/100] (train) loss 0.0016 | (valid) loss 0.0016
[42/100] (train) loss 0.0016 | (valid) loss 0.0016
[43/100] (train) loss 0.0015 | (valid) loss 0.0015
[44/100] (train) loss 0.0015 | (valid) loss 0.0015
[45/100] (train) loss 0.0015 | (valid) loss 0.0015
[46/100] (train) loss 0.0015 | (valid) loss 0.0015
[47/100] (train) loss 0.0014 | (valid) loss 0.0014
[48/100] (train) loss 0.0014 | (valid) loss 0.0014
[49/100] (train) loss 0.0014 | (valid) loss 0.0014
[50/100] (train) loss 0.0014 | (valid) loss 0.0014
[51/100] (train) loss 0.0014 | (valid) loss 0.0014
[52/100] (train) loss 0.0014 | (valid) loss 0.0013
[53/100] (train) loss 0.0013 | (valid) loss 0.0013
[54/100] (train) loss 0.0013 | (valid) loss 0.0013
[55/100] (train) loss 0.0013 | (valid) loss 0.0013
[56/100] (train) loss 0.0013 | (valid) loss 0.0013
[57/100] (train) loss 0.0013 | (valid) loss 0.0013
[58/100] (train) loss 0.0013 | (valid) loss 0.0013
[59/100] (train) loss 0.0013 | (valid) loss 0.0013
[60/100] (train) loss 0.0013 | (valid) loss 0.0013
[61/100] (train) loss 0.0013 | (valid) loss 0.0013
[62/100] (train) loss 0.0013 | (valid) loss 0.0013
[63/100] (train) loss 0.0012 | (valid) loss 0.0012
[64/100] (train) loss 0.0012 | (valid) loss 0.0012
[65/100] (train) loss 0.0012 | (valid) loss 0.0012
[66/100] (train) loss 0.0012 | (valid) loss 0.0012
[67/100] (train) loss 0.0012 | (valid) loss 0.0012
[68/100] (train) loss 0.0012 | (valid) loss 0.0012
[69/100] (train) loss 0.0012 | (valid) loss 0.0012
[70/100] (train) loss 0.0012 | (valid) loss 0.0012
[71/100] (train) loss 0.0012 | (valid) loss 0.0012
[72/100] (train) loss 0.0012 | (valid) loss 0.0012
[73/100] (train) loss 0.0012 | (valid) loss 0.0012
[74/100] (train) loss 0.0012 | (valid) loss 0.0012
[75/100] (train) loss 0.0012 | (valid) loss 0.0012
[76/100] (train) loss 0.0011 | (valid) loss 0.0011
[77/100] (train) loss 0.0011 | (valid) loss 0.0011
[78/100] (train) loss 0.0011 | (valid) loss 0.0011
[79/100] (train) loss 0.0011 | (valid) loss 0.0011
[80/100] (train) loss 0.0011 | (valid) loss 0.0011
[81/100] (train) loss 0.0011 | (valid) loss 0.0011
[82/100] (train) loss 0.0011 | (valid) loss 0.0011
[83/100] (train) loss 0.0011 | (valid) loss 0.0011
[84/100] (train) loss 0.0011 | (valid) loss 0.0011
[85/100] (train) loss 0.0011 | (valid) loss 0.0011
[86/100] (train) loss 0.0011 | (valid) loss 0.0011
[87/100] (train) loss 0.0011 | (valid) loss 0.0011
[88/100] (train) loss 0.0011 | (valid) loss 0.0011
[89/100] (train) loss 0.0011 | (valid) loss 0.0011
[90/100] (train) loss 0.0011 | (valid) loss 0.0011
[91/100] (train) loss 0.0011 | (valid) loss 0.0011
[92/100] (train) loss 0.0011 | (valid) loss 0.0011
[93/100] (train) loss 0.0011 | (valid) loss 0.0011
[94/100] (train) loss 0.0011 | (valid) loss 0.0011
[95/100] (train) loss 0.0011 | (valid) loss 0.0011
[96/100] (train) loss 0.0011 | (valid) loss 0.0011
[97/100] (train) loss 0.0011 | (valid) loss 0.0011
[98/100] (train) loss 0.0011 | (valid) loss 0.0011
[99/100] (train) loss 0.0011 | (valid) loss 0.0011
[100/100] (train) loss 0.0011 | (valid) loss 0.0011

Training Excution time with validation: 0 h 2 m 20.7502 s
