Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task14.model', STEP=100, TASK=14, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 58.2492 | (valid) loss 48.3665
[67/100] (train) loss 0.0021 | (valid) loss 0.0021
[68/100] (train) loss 0.0021 | (valid) loss 0.0021
[69/100] (train) loss 0.0021 | (valid) loss 0.0020
[70/100] (train) loss 0.0020 | (valid) loss 0.0020
[71/100] (train) loss 0.0020 | (valid) loss 0.0020
[72/100] (train) loss 0.0020 | (valid) loss 0.0020
[73/100] (train) loss 0.0020 | (valid) loss 0.0020
[74/100] (train) loss 0.0020 | (valid) loss 0.0020
[75/100] (train) loss 0.0020 | (valid) loss 0.0020
[76/100] (train) loss 0.0020 | (valid) loss 0.0020
[77/100] (train) loss 0.0020 | (valid) loss 0.0020
[78/100] (train) loss 0.0019 | (valid) loss 0.0019
[79/100] (train) loss 0.0019 | (valid) loss 0.0019
[80/100] (train) loss 0.0019 | (valid) loss 0.0019
[81/100] (train) loss 0.0019 | (valid) loss 0.0019
[82/100] (train) loss 0.0019 | (valid) loss 0.0019
[83/100] (train) loss 0.0019 | (valid) loss 0.0019
[84/100] (train) loss 0.0019 | (valid) loss 0.0019
[85/100] (train) loss 0.0019 | (valid) loss 0.0019
[86/100] (train) loss 0.0019 | (valid) loss 0.0019
[87/100] (train) loss 0.0019 | (valid) loss 0.0019
[88/100] (train) loss 0.0019 | (valid) loss 0.0019
[89/100] (train) loss 0.0019 | (valid) loss 0.0019
[90/100] (train) loss 0.0019 | (valid) loss 0.0019
[91/100] (train) loss 0.0019 | (valid) loss 0.0019
[92/100] (train) loss 0.0019 | (valid) loss 0.0019
[93/100] (train) loss 0.0019 | (valid) loss 0.0019
[94/100] (train) loss 0.0019 | (valid) loss 0.0019
[95/100] (train) loss 0.0018 | (valid) loss 0.0018
[96/100] (train) loss 0.0018 | (valid) loss 0.0018
[97/100] (train) loss 0.0018 | (valid) loss 0.0018
[98/100] (train) loss 0.0018 | (valid) loss 0.0018
[99/100] (train) loss 0.0018 | (valid) loss 0.0018
[100/100] (train) loss 0.0018 | (valid) loss 0.0018

Training Excution time with validation: 0 h 2 m 31.6638 s
