Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/bow/task17.model', STEP=100, TASK=17, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 24.9623 | (valid) loss 22.6279
[51/100] (train) loss 20.5753 | (valid) loss 20.3422
[52/100] (train) loss 20.5240 | (valid) loss 20.2997
[53/100] (train) loss 20.4951 | (valid) loss 20.2716
[54/100] (train) loss 20.4730 | (valid) loss 20.2491
[55/100] (train) loss 20.4544 | (valid) loss 20.2297
[56/100] (train) loss 20.4380 | (valid) loss 20.2123
[57/100] (train) loss 20.4233 | (valid) loss 20.1965
[58/100] (train) loss 20.4097 | (valid) loss 20.1819
[59/100] (train) loss 20.3970 | (valid) loss 20.1683
[60/100] (train) loss 20.3851 | (valid) loss 20.1554
[61/100] (train) loss 20.3738 | (valid) loss 20.1431
[62/100] (train) loss 20.3631 | (valid) loss 20.1315
[63/100] (train) loss 20.3528 | (valid) loss 20.1205
[64/100] (train) loss 20.3430 | (valid) loss 20.1100
[65/100] (train) loss 20.3336 | (valid) loss 20.1001
[66/100] (train) loss 20.3246 | (valid) loss 20.0908
[67/100] (train) loss 20.3159 | (valid) loss 20.0820
[68/100] (train) loss 20.3076 | (valid) loss 20.0738
[69/100] (train) loss 20.2996 | (valid) loss 20.0661
[70/100] (train) loss 20.2919 | (valid) loss 20.0588
[71/100] (train) loss 20.2846 | (valid) loss 20.0520
[72/100] (train) loss 20.2775 | (valid) loss 20.0457
[73/100] (train) loss 20.2707 | (valid) loss 20.0398
[74/100] (train) loss 20.2641 | (valid) loss 20.0342
[75/100] (train) loss 20.2578 | (valid) loss 20.0290
[76/100] (train) loss 20.1139 | (valid) loss 20.0010
[77/100] (train) loss 20.0979 | (valid) loss 19.9793
[78/100] (train) loss 20.0912 | (valid) loss 19.9669
[79/100] (train) loss 20.0864 | (valid) loss 19.9581
[80/100] (train) loss 20.0823 | (valid) loss 19.9509
[81/100] (train) loss 20.0786 | (valid) loss 19.9447
[82/100] (train) loss 20.0750 | (valid) loss 19.9391
[83/100] (train) loss 20.0717 | (valid) loss 19.9339
[84/100] (train) loss 20.0684 | (valid) loss 19.9290
[85/100] (train) loss 20.0652 | (valid) loss 19.9244
[86/100] (train) loss 20.0620 | (valid) loss 19.9199
[87/100] (train) loss 20.0589 | (valid) loss 19.9156
[88/100] (train) loss 20.0558 | (valid) loss 19.9115
[89/100] (train) loss 20.0527 | (valid) loss 19.9076
[90/100] (train) loss 20.0497 | (valid) loss 19.9037
[91/100] (train) loss 20.0467 | (valid) loss 19.8999
[92/100] (train) loss 20.0437 | (valid) loss 19.8963
[93/100] (train) loss 20.0408 | (valid) loss 19.8928
[94/100] (train) loss 20.0378 | (valid) loss 19.8893
[95/100] (train) loss 20.0349 | (valid) loss 19.8859
[96/100] (train) loss 20.0320 | (valid) loss 19.8827
[97/100] (train) loss 20.0292 | (valid) loss 19.8795
[98/100] (train) loss 20.0263 | (valid) loss 19.8764
[99/100] (train) loss 20.0235 | (valid) loss 19.8733
[100/100] (train) loss 20.0208 | (valid) loss 19.8704

Training Excution time with validation: 0 h 2 m 33.2054 s
