Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task15.model', STEP=100, TASK=15, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 47.0547 | (valid) loss 37.6380
[63/100] (train) loss 0.0014 | (valid) loss 0.0014
[64/100] (train) loss 0.0014 | (valid) loss 0.0014
[65/100] (train) loss 0.0014 | (valid) loss 0.0014
[66/100] (train) loss 0.0014 | (valid) loss 0.0014
[67/100] (train) loss 0.0014 | (valid) loss 0.0014
[68/100] (train) loss 0.0014 | (valid) loss 0.0014
[69/100] (train) loss 0.0014 | (valid) loss 0.0014
[70/100] (train) loss 0.0014 | (valid) loss 0.0013
[71/100] (train) loss 0.0013 | (valid) loss 0.0013
[72/100] (train) loss 0.0013 | (valid) loss 0.0013
[73/100] (train) loss 0.0013 | (valid) loss 0.0013
[74/100] (train) loss 0.0013 | (valid) loss 0.0013
[75/100] (train) loss 0.0013 | (valid) loss 0.0013
[76/100] (train) loss 0.0013 | (valid) loss 0.0013
[77/100] (train) loss 0.0013 | (valid) loss 0.0013
[78/100] (train) loss 0.0013 | (valid) loss 0.0013
[79/100] (train) loss 0.0013 | (valid) loss 0.0013
[80/100] (train) loss 0.0013 | (valid) loss 0.0013
[81/100] (train) loss 0.0013 | (valid) loss 0.0013
[82/100] (train) loss 0.0013 | (valid) loss 0.0013
[83/100] (train) loss 0.0013 | (valid) loss 0.0013
[84/100] (train) loss 0.0013 | (valid) loss 0.0013
[85/100] (train) loss 0.0013 | (valid) loss 0.0013
[86/100] (train) loss 0.0013 | (valid) loss 0.0013
[87/100] (train) loss 0.0013 | (valid) loss 0.0013
[88/100] (train) loss 0.0013 | (valid) loss 0.0012
[89/100] (train) loss 0.0012 | (valid) loss 0.0012
[90/100] (train) loss 0.0012 | (valid) loss 0.0012
[91/100] (train) loss 0.0012 | (valid) loss 0.0012
[92/100] (train) loss 0.0012 | (valid) loss 0.0012
[93/100] (train) loss 0.0012 | (valid) loss 0.0012
[94/100] (train) loss 0.0012 | (valid) loss 0.0012
[95/100] (train) loss 0.0012 | (valid) loss 0.0012
[96/100] (train) loss 0.0012 | (valid) loss 0.0012
[97/100] (train) loss 0.0012 | (valid) loss 0.0012
[98/100] (train) loss 0.0012 | (valid) loss 0.0012
[99/100] (train) loss 0.0012 | (valid) loss 0.0012
[100/100] (train) loss 0.0012 | (valid) loss 0.0012

Training Excution time with validation: 0 h 8 m 22.8610 s
