Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task3.model', STEP=100, TASK=3, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 61.7020 | (valid) loss 58.1497
[28/100] (train) loss 42.5631 | (valid) loss 42.5659
[29/100] (train) loss 42.4024 | (valid) loss 42.4196
[30/100] (train) loss 42.2535 | (valid) loss 42.2841
[31/100] (train) loss 42.1123 | (valid) loss 42.1583
[32/100] (train) loss 41.9768 | (valid) loss 42.0414
[33/100] (train) loss 41.8453 | (valid) loss 41.9322
[34/100] (train) loss 41.7171 | (valid) loss 41.8292
[35/100] (train) loss 41.5914 | (valid) loss 41.7313
[36/100] (train) loss 41.4675 | (valid) loss 41.6368
[37/100] (train) loss 41.3450 | (valid) loss 41.5443
[38/100] (train) loss 41.2232 | (valid) loss 41.4526
[39/100] (train) loss 41.1019 | (valid) loss 41.3609
[40/100] (train) loss 40.9807 | (valid) loss 41.2688
[41/100] (train) loss 40.8596 | (valid) loss 41.1760
[42/100] (train) loss 40.7383 | (valid) loss 41.0826
[43/100] (train) loss 40.6169 | (valid) loss 40.9888
[44/100] (train) loss 40.4953 | (valid) loss 40.8949
[45/100] (train) loss 40.3731 | (valid) loss 40.8011
[46/100] (train) loss 40.2504 | (valid) loss 40.7073
[47/100] (train) loss 40.1268 | (valid) loss 40.6139
[48/100] (train) loss 40.0024 | (valid) loss 40.5202
[49/100] (train) loss 39.8768 | (valid) loss 40.4256
[50/100] (train) loss 39.7502 | (valid) loss 40.3298
[51/100] (train) loss 38.3900 | (valid) loss 38.6107
[52/100] (train) loss 38.1081 | (valid) loss 38.4800
[53/100] (train) loss 37.9751 | (valid) loss 38.3681
[54/100] (train) loss 37.8621 | (valid) loss 38.2657
[55/100] (train) loss 37.7585 | (valid) loss 38.1697
[56/100] (train) loss 37.6605 | (valid) loss 38.0781
[57/100] (train) loss 37.5663 | (valid) loss 37.9898
[58/100] (train) loss 37.4748 | (valid) loss 37.9040
[59/100] (train) loss 37.3855 | (valid) loss 37.8204
[60/100] (train) loss 37.2980 | (valid) loss 37.7386
[61/100] (train) loss 37.2119 | (valid) loss 37.6584
[62/100] (train) loss 37.1271 | (valid) loss 37.5796
[63/100] (train) loss 37.0435 | (valid) loss 37.5020
[64/100] (train) loss 36.9608 | (valid) loss 37.4257
[65/100] (train) loss 36.8791 | (valid) loss 37.3505
[66/100] (train) loss 36.7982 | (valid) loss 37.2762
[67/100] (train) loss 36.7180 | (valid) loss 37.2030
[68/100] (train) loss 36.6384 | (valid) loss 37.1308
[69/100] (train) loss 36.5595 | (valid) loss 37.0597
[70/100] (train) loss 36.4811 | (valid) loss 36.9897
[71/100] (train) loss 36.4032 | (valid) loss 36.9208
[72/100] (train) loss 36.3259 | (valid) loss 36.8532
[73/100] (train) loss 36.2491 | (valid) loss 36.7867
[74/100] (train) loss 36.1727 | (valid) loss 36.7213
[75/100] (train) loss 36.0966 | (valid) loss 36.6569
[76/100] (train) loss 35.3560 | (valid) loss 35.6433
[77/100] (train) loss 35.2003 | (valid) loss 35.5577
[78/100] (train) loss 35.1273 | (valid) loss 35.4864
[79/100] (train) loss 35.0650 | (valid) loss 35.4216
[80/100] (train) loss 35.0076 | (valid) loss 35.3609
[81/100] (train) loss 34.9529 | (valid) loss 35.3029
[82/100] (train) loss 34.9001 | (valid) loss 35.2469
[83/100] (train) loss 34.8486 | (valid) loss 35.1927
[84/100] (train) loss 34.7982 | (valid) loss 35.1397
[85/100] (train) loss 34.7486 | (valid) loss 35.0879
[86/100] (train) loss 34.6996 | (valid) loss 35.0370
[87/100] (train) loss 34.6513 | (valid) loss 34.9870
[88/100] (train) loss 34.6035 | (valid) loss 34.9377
[89/100] (train) loss 34.5561 | (valid) loss 34.8891
[90/100] (train) loss 34.5091 | (valid) loss 34.8411
[91/100] (train) loss 34.4624 | (valid) loss 34.7936
[92/100] (train) loss 34.4161 | (valid) loss 34.7467
[93/100] (train) loss 34.3702 | (valid) loss 34.7003
[94/100] (train) loss 34.3245 | (valid) loss 34.6544
[95/100] (train) loss 34.2791 | (valid) loss 34.6090
[96/100] (train) loss 34.2340 | (valid) loss 34.5640
[97/100] (train) loss 34.1891 | (valid) loss 34.5195
[98/100] (train) loss 34.1446 | (valid) loss 34.4755
[99/100] (train) loss 34.1002 | (valid) loss 34.4318
[100/100] (train) loss 34.0562 | (valid) loss 34.3886

Training Excution time with validation: 0 h 9 m 49.6390 s
