Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task12.model', STEP=100, TASK=12, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 55.9137 | (valid) loss 36.0301
[83/100] (train) loss 0.0008 | (valid) loss 0.0007
[84/100] (train) loss 0.0007 | (valid) loss 0.0007
[85/100] (train) loss 0.0007 | (valid) loss 0.0007
[86/100] (train) loss 0.0007 | (valid) loss 0.0007
[87/100] (train) loss 0.0007 | (valid) loss 0.0007
[88/100] (train) loss 0.0007 | (valid) loss 0.0007
[89/100] (train) loss 0.0007 | (valid) loss 0.0007
[90/100] (train) loss 0.0007 | (valid) loss 0.0007
[91/100] (train) loss 0.0007 | (valid) loss 0.0007
[92/100] (train) loss 0.0007 | (valid) loss 0.0007
[93/100] (train) loss 0.0007 | (valid) loss 0.0007
[94/100] (train) loss 0.0007 | (valid) loss 0.0007
[95/100] (train) loss 0.0007 | (valid) loss 0.0007
[96/100] (train) loss 0.0007 | (valid) loss 0.0007
[97/100] (train) loss 0.0007 | (valid) loss 0.0007
[98/100] (train) loss 0.0007 | (valid) loss 0.0007
[99/100] (train) loss 0.0007 | (valid) loss 0.0007
[100/100] (train) loss 0.0007 | (valid) loss 0.0007

Training Excution time with validation: 0 h 10 m 26.2876 s
