Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='pe', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/rnnlike/pe_te/task13.model', STEP=100, TASK=13, TEMPROAL=True, THRES=5, USE_CUDA=True, W_STYLE='rnnlike')
----------------------------------------
[1/100] (train) loss 52.4173 | (valid) loss 15.8173
[36/100] (train) loss 6.0128 | (valid) loss 6.4193
[37/100] (train) loss 5.9784 | (valid) loss 6.4005
[38/100] (train) loss 5.9431 | (valid) loss 6.3827
[39/100] (train) loss 5.9068 | (valid) loss 6.3641
[40/100] (train) loss 5.8701 | (valid) loss 6.3450
[41/100] (train) loss 5.8329 | (valid) loss 6.3277
[42/100] (train) loss 5.7948 | (valid) loss 6.3147
[43/100] (train) loss 5.7560 | (valid) loss 6.3044
[44/100] (train) loss 5.7159 | (valid) loss 6.2955
[45/100] (train) loss 5.6716 | (valid) loss 6.2913
[46/100] (train) loss 5.6251 | (valid) loss 6.2839
[47/100] (train) loss 5.5783 | (valid) loss 6.2624
[48/100] (train) loss 5.5302 | (valid) loss 6.2311
[49/100] (train) loss 5.4793 | (valid) loss 6.1901
[50/100] (train) loss 5.4285 | (valid) loss 6.1515
[51/100] (train) loss 5.0882 | (valid) loss 5.3463
[52/100] (train) loss 4.9633 | (valid) loss 5.3228
[53/100] (train) loss 4.9119 | (valid) loss 5.3146
[54/100] (train) loss 4.8734 | (valid) loss 5.3072
[55/100] (train) loss 4.8396 | (valid) loss 5.2911
[56/100] (train) loss 4.8075 | (valid) loss 5.2717
[57/100] (train) loss 4.7756 | (valid) loss 5.2500
[58/100] (train) loss 4.7434 | (valid) loss 5.2268
[59/100] (train) loss 4.7111 | (valid) loss 5.2018
[60/100] (train) loss 4.6785 | (valid) loss 5.1752
[61/100] (train) loss 4.6448 | (valid) loss 5.1474
[62/100] (train) loss 4.6098 | (valid) loss 5.1185
[63/100] (train) loss 4.5742 | (valid) loss 5.0907
[64/100] (train) loss 4.5377 | (valid) loss 5.0646
[65/100] (train) loss 4.5001 | (valid) loss 5.0394
[66/100] (train) loss 4.4617 | (valid) loss 5.0157
[67/100] (train) loss 4.4227 | (valid) loss 4.9941
[68/100] (train) loss 4.3833 | (valid) loss 4.9729
[69/100] (train) loss 4.3435 | (valid) loss 4.9503
[70/100] (train) loss 4.3037 | (valid) loss 4.9227
[71/100] (train) loss 4.2638 | (valid) loss 4.8880
[72/100] (train) loss 4.2235 | (valid) loss 4.8454
[73/100] (train) loss 4.1828 | (valid) loss 4.7982
[74/100] (train) loss 4.1418 | (valid) loss 4.7507
[75/100] (train) loss 4.0998 | (valid) loss 4.7013
[76/100] (train) loss 3.9219 | (valid) loss 4.0989
[77/100] (train) loss 3.8217 | (valid) loss 4.0286
[78/100] (train) loss 3.7727 | (valid) loss 3.9723
[79/100] (train) loss 3.7315 | (valid) loss 3.9218
[80/100] (train) loss 3.6935 | (valid) loss 3.8756
[81/100] (train) loss 3.6571 | (valid) loss 3.8326
[82/100] (train) loss 3.6218 | (valid) loss 3.7917
[83/100] (train) loss 3.5872 | (valid) loss 3.7519
[84/100] (train) loss 3.5527 | (valid) loss 3.7125
[85/100] (train) loss 3.5180 | (valid) loss 3.6725
[86/100] (train) loss 3.4825 | (valid) loss 3.6315
[87/100] (train) loss 3.4458 | (valid) loss 3.5891
[88/100] (train) loss 3.4080 | (valid) loss 3.5456
[89/100] (train) loss 3.3689 | (valid) loss 3.5010
[90/100] (train) loss 3.3288 | (valid) loss 3.4555
[91/100] (train) loss 3.2876 | (valid) loss 3.4095
[92/100] (train) loss 3.2452 | (valid) loss 3.3633
[93/100] (train) loss 3.2012 | (valid) loss 3.3173
[94/100] (train) loss 3.1556 | (valid) loss 3.2714
[95/100] (train) loss 3.1084 | (valid) loss 3.2253
[96/100] (train) loss 3.0596 | (valid) loss 3.1788
[97/100] (train) loss 3.0094 | (valid) loss 3.1312
[98/100] (train) loss 2.9579 | (valid) loss 3.0822
[99/100] (train) loss 2.9051 | (valid) loss 3.0317
[100/100] (train) loss 2.8512 | (valid) loss 2.9764

Training Excution time with validation: 0 h 10 m 33.2502 s
