Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/bow/task20.model', STEP=100, TASK=20, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 12.5267 | (valid) loss 0.2331
[27/100] (train) loss 0.0023 | (valid) loss 0.0023
[28/100] (train) loss 0.0022 | (valid) loss 0.0022
[29/100] (train) loss 0.0022 | (valid) loss 0.0022
[30/100] (train) loss 0.0021 | (valid) loss 0.0021
[31/100] (train) loss 0.0021 | (valid) loss 0.0021
[32/100] (train) loss 0.0021 | (valid) loss 0.0020
[33/100] (train) loss 0.0020 | (valid) loss 0.0020
[34/100] (train) loss 0.0020 | (valid) loss 0.0020
[35/100] (train) loss 0.0019 | (valid) loss 0.0019
[36/100] (train) loss 0.0019 | (valid) loss 0.0019
[37/100] (train) loss 0.0019 | (valid) loss 0.0019
[38/100] (train) loss 0.0018 | (valid) loss 0.0018
[39/100] (train) loss 0.0018 | (valid) loss 0.0018
[40/100] (train) loss 0.0018 | (valid) loss 0.0018
[41/100] (train) loss 0.0017 | (valid) loss 0.0017
[42/100] (train) loss 0.0017 | (valid) loss 0.0017
[43/100] (train) loss 0.0017 | (valid) loss 0.0017
[44/100] (train) loss 0.0017 | (valid) loss 0.0016
[45/100] (train) loss 0.0016 | (valid) loss 0.0016
[46/100] (train) loss 0.0016 | (valid) loss 0.0016
[47/100] (train) loss 0.0016 | (valid) loss 0.0016
[48/100] (train) loss 0.0016 | (valid) loss 0.0015
[49/100] (train) loss 0.0015 | (valid) loss 0.0015
[50/100] (train) loss 0.0015 | (valid) loss 0.0015
[51/100] (train) loss 0.0015 | (valid) loss 0.0015
[52/100] (train) loss 0.0015 | (valid) loss 0.0015
[53/100] (train) loss 0.0015 | (valid) loss 0.0015
[54/100] (train) loss 0.0015 | (valid) loss 0.0015
[55/100] (train) loss 0.0014 | (valid) loss 0.0014
[56/100] (train) loss 0.0014 | (valid) loss 0.0014
[57/100] (train) loss 0.0014 | (valid) loss 0.0014
[58/100] (train) loss 0.0014 | (valid) loss 0.0014
[59/100] (train) loss 0.0014 | (valid) loss 0.0014
[60/100] (train) loss 0.0014 | (valid) loss 0.0014
[61/100] (train) loss 0.0014 | (valid) loss 0.0014
[62/100] (train) loss 0.0014 | (valid) loss 0.0014
[63/100] (train) loss 0.0014 | (valid) loss 0.0014
[64/100] (train) loss 0.0014 | (valid) loss 0.0014
[65/100] (train) loss 0.0014 | (valid) loss 0.0013
[66/100] (train) loss 0.0013 | (valid) loss 0.0013
[67/100] (train) loss 0.0013 | (valid) loss 0.0013
[68/100] (train) loss 0.0013 | (valid) loss 0.0013
[69/100] (train) loss 0.0013 | (valid) loss 0.0013
[70/100] (train) loss 0.0013 | (valid) loss 0.0013
[71/100] (train) loss 0.0013 | (valid) loss 0.0013
[72/100] (train) loss 0.0013 | (valid) loss 0.0013
[73/100] (train) loss 0.0013 | (valid) loss 0.0013
[74/100] (train) loss 0.0013 | (valid) loss 0.0013
[75/100] (train) loss 0.0013 | (valid) loss 0.0013
[76/100] (train) loss 0.0013 | (valid) loss 0.0013
[77/100] (train) loss 0.0013 | (valid) loss 0.0013
[78/100] (train) loss 0.0013 | (valid) loss 0.0012
[79/100] (train) loss 0.0012 | (valid) loss 0.0012
[80/100] (train) loss 0.0012 | (valid) loss 0.0012
[81/100] (train) loss 0.0012 | (valid) loss 0.0012
[82/100] (train) loss 0.0012 | (valid) loss 0.0012
[83/100] (train) loss 0.0012 | (valid) loss 0.0012
[84/100] (train) loss 0.0012 | (valid) loss 0.0012
[85/100] (train) loss 0.0012 | (valid) loss 0.0012
[86/100] (train) loss 0.0012 | (valid) loss 0.0012
[87/100] (train) loss 0.0012 | (valid) loss 0.0012
[88/100] (train) loss 0.0012 | (valid) loss 0.0012
[89/100] (train) loss 0.0012 | (valid) loss 0.0012
[90/100] (train) loss 0.0012 | (valid) loss 0.0012
[91/100] (train) loss 0.0012 | (valid) loss 0.0012
[92/100] (train) loss 0.0012 | (valid) loss 0.0012
[93/100] (train) loss 0.0012 | (valid) loss 0.0012
[94/100] (train) loss 0.0012 | (valid) loss 0.0012
[95/100] (train) loss 0.0012 | (valid) loss 0.0012
[96/100] (train) loss 0.0012 | (valid) loss 0.0012
[97/100] (train) loss 0.0012 | (valid) loss 0.0012
[98/100] (train) loss 0.0012 | (valid) loss 0.0012
[99/100] (train) loss 0.0012 | (valid) loss 0.0012
[100/100] (train) loss 0.0012 | (valid) loss 0.0012

Training Excution time with validation: 0 h 2 m 6.2231 s
