Namespace(ANNEAL=0.5, BATCH=32, EMBED=20, EMPTY_CUDA_MEMORY=False, ENC_METHOD='bow', FIX_STORY=50, LR=0.01, LS=False, PRINT_EVERY=1, ROOT='./data/QA_bAbI_tasks/en-valid-10k/', SAVE_BEST=True, SAVE_MODEL=True, SAVE_PATH='./saved_models/adjacent/bow/task15.model', STEP=100, TASK=15, TEMPROAL=False, THRES=5, USE_CUDA=True, W_STYLE='adjacent')
----------------------------------------
[1/100] (train) loss 42.7216 | (valid) loss 35.7138
[33/100] (train) loss 0.0012 | (valid) loss 0.0012
[34/100] (train) loss 0.0012 | (valid) loss 0.0011
[35/100] (train) loss 0.0011 | (valid) loss 0.0011
[36/100] (train) loss 0.0011 | (valid) loss 0.0011
[37/100] (train) loss 0.0011 | (valid) loss 0.0011
[38/100] (train) loss 0.0011 | (valid) loss 0.0011
[39/100] (train) loss 0.0011 | (valid) loss 0.0010
[40/100] (train) loss 0.0010 | (valid) loss 0.0010
[41/100] (train) loss 0.0010 | (valid) loss 0.0010
[42/100] (train) loss 0.0010 | (valid) loss 0.0010
[43/100] (train) loss 0.0010 | (valid) loss 0.0010
[44/100] (train) loss 0.0010 | (valid) loss 0.0010
[45/100] (train) loss 0.0009 | (valid) loss 0.0009
[46/100] (train) loss 0.0009 | (valid) loss 0.0009
[47/100] (train) loss 0.0009 | (valid) loss 0.0009
[48/100] (train) loss 0.0009 | (valid) loss 0.0009
[49/100] (train) loss 0.0009 | (valid) loss 0.0009
[50/100] (train) loss 0.0009 | (valid) loss 0.0009
[51/100] (train) loss 0.0009 | (valid) loss 0.0009
[52/100] (train) loss 0.0009 | (valid) loss 0.0009
[53/100] (train) loss 0.0009 | (valid) loss 0.0009
[54/100] (train) loss 0.0008 | (valid) loss 0.0008
[55/100] (train) loss 0.0008 | (valid) loss 0.0008
[56/100] (train) loss 0.0008 | (valid) loss 0.0008
[57/100] (train) loss 0.0008 | (valid) loss 0.0008
[58/100] (train) loss 0.0008 | (valid) loss 0.0008
[59/100] (train) loss 0.0008 | (valid) loss 0.0008
[60/100] (train) loss 0.0008 | (valid) loss 0.0008
[61/100] (train) loss 0.0008 | (valid) loss 0.0008
[62/100] (train) loss 0.0008 | (valid) loss 0.0008
[63/100] (train) loss 0.0008 | (valid) loss 0.0008
[64/100] (train) loss 0.0008 | (valid) loss 0.0008
[65/100] (train) loss 0.0008 | (valid) loss 0.0008
[66/100] (train) loss 0.0008 | (valid) loss 0.0008
[67/100] (train) loss 0.0008 | (valid) loss 0.0008
[68/100] (train) loss 0.0008 | (valid) loss 0.0008
[69/100] (train) loss 0.0008 | (valid) loss 0.0008
[70/100] (train) loss 0.0008 | (valid) loss 0.0008
[71/100] (train) loss 0.0008 | (valid) loss 0.0008
[72/100] (train) loss 0.0007 | (valid) loss 0.0007
[73/100] (train) loss 0.0007 | (valid) loss 0.0007
[74/100] (train) loss 0.0007 | (valid) loss 0.0007
[75/100] (train) loss 0.0007 | (valid) loss 0.0007
[76/100] (train) loss 0.0007 | (valid) loss 0.0007
[77/100] (train) loss 0.0007 | (valid) loss 0.0007
[78/100] (train) loss 0.0007 | (valid) loss 0.0007
[79/100] (train) loss 0.0007 | (valid) loss 0.0007
[80/100] (train) loss 0.0007 | (valid) loss 0.0007
[81/100] (train) loss 0.0007 | (valid) loss 0.0007
[82/100] (train) loss 0.0007 | (valid) loss 0.0007
[83/100] (train) loss 0.0007 | (valid) loss 0.0007
[84/100] (train) loss 0.0007 | (valid) loss 0.0007
[85/100] (train) loss 0.0007 | (valid) loss 0.0007
[86/100] (train) loss 0.0007 | (valid) loss 0.0007
[87/100] (train) loss 0.0007 | (valid) loss 0.0007
[88/100] (train) loss 0.0007 | (valid) loss 0.0007
[89/100] (train) loss 0.0007 | (valid) loss 0.0007
[90/100] (train) loss 0.0007 | (valid) loss 0.0007
[91/100] (train) loss 0.0007 | (valid) loss 0.0007
[92/100] (train) loss 0.0007 | (valid) loss 0.0007
[93/100] (train) loss 0.0007 | (valid) loss 0.0007
[94/100] (train) loss 0.0007 | (valid) loss 0.0007
[95/100] (train) loss 0.0007 | (valid) loss 0.0007
[96/100] (train) loss 0.0007 | (valid) loss 0.0007
[97/100] (train) loss 0.0007 | (valid) loss 0.0007
[98/100] (train) loss 0.0007 | (valid) loss 0.0007
[99/100] (train) loss 0.0007 | (valid) loss 0.0007
[100/100] (train) loss 0.0007 | (valid) loss 0.0007

Training Excution time with validation: 0 h 2 m 4.2602 s
